iso3,ano,asr_dalys_(anos_de_vida_perdidos_ajustados_por_incapacidade),asr_deaths,asr_incidence,asr_ylds_(anos_vividos_com_incapacidade),asr_ylls_(anos_de_vida_perdidos_por_morte_prematura),alfabetizacao_adultos_pct,expectativa_vida,pib_per_capita,urbanizacao_pct
ALB,2017,39.46890513509178,1.59725099560542,1.57706360865,0.45442560144,39.01447954546446,98.8099975585938,78.9,5006.36012951959,55.980276426546
ALB,2018,40.18312349072266,1.617091361692459,1.60062605733,0.46161855621,39.72150494651305,,79.238,5897.65452588774,56.377000259892
ALB,2019,41.91476444770868,1.6722976547184143,1.66241658785,0.47817956049,41.436584899649446,,79.467,6069.43903131027,56.7639071287255
ALB,2020,41.56155888879045,1.643411005052911,1.64142790626,0.4685191255599999,41.093039775408826,,77.824,6027.91350716348,57.1408592155544
ALB,2021,42.81327370972748,1.6775878237556918,1.68393047355,0.4720978114299999,42.34117591057025,,76.844,7242.45513146613,57.5077187031778
ALB,2022,42.10396535686952,1.6649531196303102,1.6662116344600002,0.47618595681,41.6277794124399,,78.769,7756.96188744253,57.8643477747383
ALB,2023,37.71753024970657,1.5390942562203236,1.52360508716,0.4396197900099999,37.27791047112241,97.6800003051758,79.602,9740.7023414631,58.2106086137857
AND,2010,86.26112362626706,3.322740825354149,3.92669496841,1.21042870735,85.0506949503919,,84.197,42746.830952263,88.7604726056609
AND,2011,83.63816455748258,3.219819698127072,3.8206803049,1.18500443664,82.4531601516545,,84.296,46657.1561204071,88.6888340319763
AND,2012,82.74605189331984,3.1747543248188155,3.78513094194,1.18471904131,81.56133288281454,,84.334,41500.5435782722,88.6290967082924
AND,2013,81.99065463251398,3.1468565483973343,3.76136794804,1.1656399549399998,80.82501470788269,,84.406,42470.3161158563,88.5809399121053
AND,2014,81.8626300266215,3.139901288858827,3.76468615714,1.17669636589,80.68593369132594,,84.485,44369.6596894579,88.544042920911
AND,2015,81.87471874762853,3.133921695046272,3.766614884160001,1.17497133009,80.69974744809213,,84.532,38654.9347217207,88.5180850122057
AND,2016,81.46639069356824,3.117568111518076,3.75551956235,1.18059345343,80.28579727082969,,84.489,40129.8192026671,88.5027454634853
AND,2017,81.08949834537465,3.103683688121011,3.74639157795,1.16844179662,79.9210565791356,,84.359,40672.9943362327,88.4977035522461
AND,2018,80.7098027756165,3.089190968443276,3.74024730847,1.16215104274,79.54765176309581,,84.242,42819.774579353,88.5080998493791
AND,2019,80.64199982637761,3.0851766533030864,3.7545089483,1.16962251782,79.47237733896577,,84.098,41257.8045861543,88.5391793666245
AND,2020,81.46289565051475,3.113207589511878,3.81285730244,1.15668391397,80.30621176662231,,79.418,37361.090067211,88.5907780427517
AND,2021,82.4538773514337,3.144314998171997,3.87047342969,1.16230976226,81.29156761939242,,82.331,42425.6996761083,88.6627318165299
AND,2022,83.79708110668659,3.193141380387775,3.93712993403,1.17978344744,82.61729768991785,,84.016,42414.0590111349,88.7548766267286
AND,2023,83.01316945380191,3.156662167665233,3.89775973973,1.18749941651,81.82567006817007,,84.041,46812.448450114,88.8201609217082
ARB,2010,,,,,,72.5599975585938,69.8073221012027,5957.50539498481,55.5920977319462
ARB,2011,,,,,,74.2900009155273,69.3633376859826,6924.20289420703,56.052080900428
ARB,2012,,,,,,75.1699981689453,69.842316602094,7392.55638357541,56.7609778940107
ARB,2013,,,,,,76.2200012207031,70.1921058451273,7384.79221541888,57.5747135596837
ARB,2014,,,,,,76.3099975585938,70.5350666310281,7347.6211570264,58.0278238886845
ARB,2015,,,,,,77.1500015258789,70.6580123695192,6299.87807685552,58.351712270484
ARB,2016,,,,,,75.9199981689453,70.8964881164428,6051.26103619544,58.5622937950483
ARB,2017,,,,,,76.5899963378906,71.1128560080647,6105.92161804571,58.6808941601595
